118.729311,32.683558
118.729311,32.683558
116.804283,40.00351
116.804283,40.00351
110.680221,27.955913
102.524299,38.242648
106.277066,30.552428
106.277066,30.552428
114.883514,32.064559
119.285913,32.338015
113.904525,22.556655
117.195785,40.136271
119.958555,31.849701
117.375964,38.397981
116.481769,34.094226
116.181869,39.927399
116.181869,39.927399
121.577118,31.123021
120.650938,28.013832
121.954383,39.390306
116.181869,39.927399
120.648845,28.01473
121.577118,31.123021
121.577118,31.123021
120.650938,28.013832
120.650938,28.013832
121.577118,31.123021
121.577118,31.123021
116.478248,40.057437
117.195459,40.136065
120.120532,31.466477
106.258275,30.83477
120.120532,31.466477
121.577118,31.123021
121.020179,30.601811
121.020179,30.601811
121.577118,31.123021
121.340736,31.107651
117.195943,40.13637
113.212777,28.225635
106.157344,30.652798
120.292236,31.920297
121.341376,28.680494
114.48637,25.673847
121.379321,31.289057
121.341376,28.680494
116.883237,23.690072
120.110964,31.572653
119.134564,42.169814
116.883453,23.690069
119.134564,42.169814
104.049069,30.281111
120.110964,31.572653
119.42174,32.149474
121.228993,36.767826
113.254091,23.242873
116.883453,23.690069
121.356806,31.297456
116.423962,39.795256
120.331157,30.31944
120.583402,27.986467
111.282804,24.828214
111.282804,24.828214
111.290055,23.612103
114.644246,25.531522
105.063867,29.603296
121.505298,31.287391
117.073914,36.67154
117.073914,36.67154
104.252119,30.570479
104.252119,30.570479
104.252119,30.570479
119.076039,33.579324
113.5324,22.238609
118.922363,33.349883
113.853546,23.117618
115.7561,39.136583
111.586437,22.742377
112.433518,26.685619
112.433518,26.685619
112.433518,26.685619
112.433518,26.685619
121.086566,31.682845
115.7561,39.136583
118.922363,33.349883
107.610008,27.877841
115.7561,39.136583
116.412457,39.897494
113.126905,33.8218
113.126771,33.821923
119.454445,32.079841
103.652788,30.270326
120.582352,36.131816
121.428229,29.299906
105.091053,31.086825
105.091053,31.086825
104.045287,30.606446
117.509441,31.904577
113.4214,22.594121
113.126771,33.821923
113.126771,33.821923
112.556015,37.899323
111.692627,22.621019
118.951655,32.083826
105.091053,31.086825
106.567596,29.554386
120.972868,30.636881
112.48396,28.470854
105.091053,31.086825
119.485449,32.053605
119.485449,32.053605
119.485449,32.053605
119.112717,42.308599
